"","Place","Name","Time","School","Class"
"107",107,"Elijah Schroeder","18:23.15","Mitchell","M"
"108",108,"Quentin Miller","18:25.88","Douglas","M"
"109",109,"Tarin Hutchinson","18:28.09","Rapid City Central","M"
"110",110,"Carson Conway","18:29.16","Yankton","M"
"111",111,"Kale Fenner","18:34.06","Sturgis Brown","M"
"112",112,"Jack Faulkner","18:35.16","Spearfish","M"
"113",113,"Alex Oedekoven","18:37.57","Pierre T.F. Riggs","M"
"114",114,"Jakob Hofer","18:38.82","Harrisburg","M"
"115",115,"Jensen Tesch","18:39.83","SF Roosevelt","M"
"116",116,"Greyson Cauwels","18:41.24","Harrisburg","M"
"117",117,"Tate Carlson","18:42.45","SF Jefferson","M"
"118",118,"Sam Prairie","18:45.57","O'Gorman","M"
"119",119,"Kaden Hunhoff","18:54.02","Yankton","M"
"120",120,"Teagan Lien","18:57.54","Huron","M"
"121",121,"Colin Pickett","18:59.60","Mitchell","M"
"122",122,"Angelo Medina","19:06.22","Huron","M"
"123",123,"Will Knippling","19:08.25","Huron","M"
"124",124,"James Weir","19:11.78","Huron","M"
"125",125,"Hunter Killion","19:19.08","Mitchell","M"
"126",126,"Bobby Nelson","19:23.79","Douglas","M"
"127",127,"Antwon Flying Hawk","19:24.58","Huron","M"
"128",128,"Noah Dobbs","19:47.24","O'Gorman","M"
"129",129,"Connor Mager","19:50.39","SF Jefferson","M"
"130",130,"Cameron Cutshaw","19:51.62","Huron","M"
"131",131,"Austin Reimnitz","19:56.21","Mitchell","M"
"132",132,"Karsten Herges","20:43.98","Mitchell","M"
